time,logger,level,message,exception
2012-03-30 17:21:30.6231,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Going to index 2 documents in IndexName: Raven/DocumentsByEntityName, LastIndexedEtag: 00000000-0000-0100-0000-00000000020b",
2012-03-30 17:21:30.6231,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"All documents have been filtered for SoldAlbums, no indexing will be performed, updating to 00000000-0000-0300-0000-000000000002, 3/30/2012 11:21:30 PM",
2012-03-30 17:21:30.6231,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"All documents have been filtered for AlbumsByGenre, no indexing will be performed, updating to 00000000-0000-0300-0000-000000000002, 3/30/2012 11:21:30 PM",
2012-03-30 17:21:30.6231,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"All documents have been filtered for Artists, no indexing will be performed, updating to 00000000-0000-0300-0000-000000000002, 3/30/2012 11:21:30 PM",
2012-03-30 17:21:30.6231,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,"Indexing 2 documents for index: Raven/DocumentsByEntityName. (article/my-first-article,article/another-one-of-my-articles)",
2012-03-30 17:21:30.6231,Raven.Database.Server.HttpServer,Debug,Request #  34: POST    -    75 ms - MyBlog     - 200 - /bulk_docs,
2012-03-30 17:21:30.6231,Raven.Database.Server.HttpServer,Debug,"	PUT article/my-first-article
	PUT article/another-one-of-my-articles
",
2012-03-30 17:21:30.6621,Raven.Database.Indexing.Index.Indexing,Debug,"Indexing on article/my-first-article result in index Raven/DocumentsByEntityName gave document: 	__document_id IS: article/my-first-article
	Tag I-: Article
	LastModified I-: 20120330232130620
",
2012-03-30 17:21:30.6621,Raven.Database.Indexing.Index.Indexing,Debug,"Indexing on article/another-one-of-my-articles result in index Raven/DocumentsByEntityName gave document: 	__document_id IS: article/another-one-of-my-articles
	Tag I-: Article
	LastModified I-: 20120330232130624
",
2012-03-30 17:21:30.6881,Raven.Database.Indexing.Index.Indexing,Debug,Indexed 2 documents for Raven/DocumentsByEntityName,
2012-03-30 17:21:30.6881,Raven.Database.Indexing.WorkContext,Debug,Incremented work counter to 2 because: WORK BY IndexingExecuter,
2012-03-30 17:21:30.6881,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 2, for: ReducingExecuter, will wait for additional work",
2012-03-30 17:21:30.7031,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 2, for: IndexingExecuter, will wait for additional work",
2012-03-30 17:21:33.3891,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'article/my-first-article' was found,
2012-03-30 17:21:33.3891,Raven.Database.Server.HttpServer,Debug,Request #  35: GET     -     0 ms - MyBlog     - 200 - /docs/article/my-first-article,
2012-03-30 17:21:50.8451,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'article/favicon.ico' was not found,
2012-03-30 17:21:50.8451,Raven.Database.Server.HttpServer,Debug,Request #  36: GET     -     0 ms - MyBlog     - 404 - /docs/article/favicon.ico,
2012-03-30 17:22:57.4281,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'article/my-first-article' was found,
2012-03-30 17:22:57.4281,Raven.Database.Server.HttpServer,Debug,Request #  37: GET     -     1 ms - MyBlog     - 304 - /docs/article/my-first-article,
2012-03-30 17:23:02.0291,Raven.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Document with key 'article/favicon.ico' was not found,
2012-03-30 17:23:02.0291,Raven.Database.Server.HttpServer,Debug,Request #  38: GET     -     0 ms - MyBlog     - 404 - /docs/article/favicon.ico,
2012-03-30 17:38:36.1956,Raven.Database.Indexing.WorkContext,Debug,Stopping background workers,
2012-03-30 17:57:34.0393,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 0, for: ReducingExecuter, will wait for additional work",
2012-03-30 17:57:34.0393,Raven.Database.Indexing.WorkContext,Debug,"No work was found, workerWorkCounter: 0, for: IndexingExecuter, will wait for additional work",
2012-03-30 18:07:38.4061,Raven.Database.Indexing.WorkContext,Debug,Stopping background workers,
